time_s,base,observed,interpolated,covered
13.0333203,-0.8861764117550239,True,False,True
13.0666536,-0.9587650408183015,True,False,True
13.0999869,-0.9878146399007173,True,False,True
13.1333202,-0.9728042127491512,True,False,True
13.1666535,-0.915245258318296,True,False,True
13.1999868,-0.8185463738572775,True,False,True
13.233320099999998,-0.6877912831935119,True,False,True
13.2666534,-0.5294459696880394,True,False,True
13.2999867,-0.3510132358358028,True,False,True
13.33332,-0.1606544245615812,True,False,True
13.3666533,0.033201722345411376,True,False,True
13.3999866,0.22224390576540434,True,False,True
13.4333199,0.39863934935104134,True,False,True
13.4666532,0.5553560564740769,True,False,True
13.4999865,0.6864340780673251,True,False,True
13.5333198,0.7871968170940332,True,False,True
13.5666531,0.8543966956109941,True,False,True
13.5999864,0.886292753433408,True,False,True
13.6333197,0.8826607955052529,True,False,True
13.666653,0.8447394521859817,True,False,True
13.6999863,0.7751178891933029,True,False,True
13.7333196,0.6775728584458982,True,False,True
13.7666529,0.5568642992353896,True,False,True
13.7999862,0.41849978113119274,True,False,True
13.8333195,0.26847873712232145,True,False,True
13.8666528,0.11302768415597396,True,False,True
13.8999861,-0.041662513961438864,True,False,True
13.933319399999998,-0.18968680174400568,True,False,True
13.9666527,-0.3256538351255017,True,False,True
13.999986,-0.444883161410817,True,False,True
14.0333193,-0.543564700245231,True,False,True
14.0666526,-0.6188752946390382,True,False,True
14.0999859,-0.6690490341421945,True,False,True
14.1333192,-0.6934000974519355,True,False,True
14.1666525,-0.6922989313135343,True,False,True
14.1999858,-0.6671045822491533,True,False,True
14.2333191,-0.6200578332066844,True,False,True
14.2666524,-0.5541413816688473,True,False,True
14.2999857,-0.47291455601915233,True,False,True
14.333319,-0.3803309491976249,True,False,True
14.3666523,-0.28054782168109826,True,False,True
14.3999856,-0.17773618197104699,True,False,True
14.4333189,-0.07590010658403859,True,False,True
14.4666522,0.02128685390029311,True,False,True
14.4999855,0.11062137416150618,True,False,True
14.5333188,0.18948065566550076,True,False,True
14.5666521,0.25589934081277554,True,False,True
14.5999854,0.30861071084526387,True,False,True
14.633318699999998,0.3470515837279035,True,False,True
14.666652,0.3713320913524056,True,False,True
14.6999853,0.38217322452281477,True,False,True
14.7333186,0.380816610541517,True,False,True
14.7666519,0.36891234852025195,True,False,True
14.7999852,0.34839178976481944,True,False,True
14.8333185,0.3213328429314591,True,False,True
14.8666518,0.28982565468850385,True,False,True
14.8999851,0.2558463437726873,True,False,True
14.9333184,0.22114586025385793,True,False,True
14.9666517,0.187160045121614,True,False,True
14.999985,0.15494564599892444,True,False,True
15.0333183,0.1251454864076749,True,False,True
15.066651599999998,0.09798427728243148,True,False,True
15.0999849,0.07329478629636203,True,False,True
15.1333182,0.050572322363529196,True,False,True
15.1666515,0.02905382261367633,True,False,True
15.1999848,0.007816317624120042,True,False,True
15.2333181,-0.01411173077418532,True,False,True
15.2666514,-0.037633701914309876,True,False,True
15.2999847,-0.06347077950246227,True,False,True
15.333317999999998,-0.09205883549055568,True,False,True
15.3666513,-0.1234641121460539,True,False,True
15.3999846,-0.15732470016265626,True,False,True
15.4333179,-0.19282341565176359,True,False,True
15.4666512,-0.2286958246790094,True,False,True
15.4999845,-0.263274951299441,True,False,True
15.5333178,-0.2945717725154601,True,False,True
15.5666511,-0.3203881154542654,True,False,True
15.5999844,-0.33845620145340355,True,False,True
15.6333177,-0.3465969931848417,True,False,True
15.666651,-0.3428878354226144,True,False,True
15.6999843,-0.3258287452337414,True,False,True
15.7333176,-0.2944961741600787,True,False,True
15.766650899999998,-0.24867316965822825,True,False,True
15.7999842,-0.1889456127274228,True,False,True
15.8333175,-0.11675558664347857,True,False,True
15.8666508,-0.03440490089340208,True,False,True
15.8999841,0.054995703128190465,True,False,True
15.9333174,0.14763318401602493,True,False,True
15.9666507,0.23915289272215412,True,False,True
15.999984,0.3248680485122279,True,False,True
16.0333173,0.4000091871671293,True,False,True
16.0666506,0.46000139589298156,True,False,True
16.099983899999998,0.5007541521390402,True,False,True
16.1333172,0.5189461962187336,True,False,True
16.1666505,0.5122863332310813,True,False,True
16.1999838,0.4797306210952809,True,False,True
16.2333171,0.42163728356238134,True,False,True
16.2666504,0.339843068222782,True,False,True
16.2999837,0.23764874063000524,True,False,True
16.333316999999997,0.1197069214353228,True,False,True
16.3666503,-0.00818769369560348,True,False,True
